Date,Adj Close,Close,High,Low,Open,Volume
2021-01-04,220.30999755859375,220.30999755859375,223.75,215.72000122070312,222.63999938964844,10319900
2021-01-05,221.52000427246094,221.52000427246094,223.0,217.99000549316406,219.49000549316406,8657200
2021-01-06,216.14999389648438,216.14999389648438,220.4600067138672,215.77999877929688,218.0,9789800
2021-01-07,217.97999572753906,217.97999572753906,220.66000366210938,216.5,217.02999877929688,8443100
2021-01-08,222.0399932861328,222.0399932861328,222.32000732421875,219.22000122070312,220.0,7301700
2021-01-11,218.25,218.25,220.5800018310547,216.22999572753906,219.6300048828125,7199000
2021-01-12,215.52000427246094,215.52000427246094,218.3000030517578,214.08999633789062,218.0,10736000
2021-01-13,218.17999267578125,218.17999267578125,218.89999389648438,215.52999877929688,217.0,6839200
2021-01-14,215.60000610351562,215.60000610351562,219.5,215.5500030517578,218.22999572753906,6548000
2021-01-15,213.13999938964844,213.13999938964844,217.8699951171875,212.99000549316406,216.1699981689453,8525600
2021-01-19,216.75999450683594,216.75999450683594,217.27999877929688,213.6999969482422,215.35000610351562,7753800
2021-01-20,223.44000244140625,223.44000244140625,224.63999938964844,219.97000122070312,221.99000549316406,9857700
2021-01-21,222.1699981689453,222.1699981689453,224.74000549316406,220.82000732421875,223.69000244140625,6785900
2021-01-22,225.77000427246094,225.77000427246094,227.7899932861328,223.75,224.89999389648438,10186100
2021-01-25,225.9199981689453,225.9199981689453,230.3000030517578,221.32000732421875,229.69000244140625,8213500
2021-01-26,226.25999450683594,226.25999450683594,227.91000366210938,224.5399932861328,227.8000030517578,5021000
2021-01-27,224.77999877929688,224.77999877929688,227.80999755859375,221.5800018310547,223.6999969482422,7641100
2021-01-28,226.5,226.5,229.60000610351562,225.0,225.0,7246000
2021-01-29,225.55999755859375,225.55999755859375,228.7899932861328,223.02000427246094,224.66000366210938,6473000
2021-02-01,228.4600067138672,228.4600067138672,229.89999389648438,224.75,227.2100067138672,5696700
2021-02-02,234.1999969482422,234.1999969482422,235.9499969482422,231.3800048828125,231.47000122070312,7134900
2021-02-03,234.82000732421875,234.82000732421875,236.0,232.25999450683594,235.0,5357600
2021-02-04,237.97999572753906,237.97999572753906,238.22999572753906,235.47000122070312,235.52000427246094,4770700
2021-02-05,238.88999938964844,238.88999938964844,239.36000061035156,236.41000366210938,239.14999389648438,5020000
2021-02-08,238.92999267578125,238.92999267578125,241.11000061035156,237.1300048828125,239.50999450683594,4336400
2021-02-09,236.6999969482422,236.6999969482422,240.0800018310547,236.24000549316406,239.55999755859375,5157200
2021-02-10,236.72000122070312,236.72000122070312,238.22000122070312,233.9600067138672,237.4499969482422,5535600
2021-02-11,241.24000549316406,241.24000549316406,242.88999938964844,238.5800018310547,238.92999267578125,6091600
2021-02-12,240.3699951171875,240.3699951171875,241.55999755859375,238.91000366210938,240.9499969482422,4314400
2021-02-16,248.58999633789062,248.58999633789062,251.22999572753906,243.8000030517578,245.0,10837600
