Date,Adj Close,Close,High,Low,Open,Volume
2021-01-04,391.186767578125,425.2200012207031,442.239990234375,421.239990234375,439.3299865722656,2417100
2021-01-05,393.836181640625,428.1000061035156,429.3900146484375,422.3999938964844,425.04998779296875,1506900
2021-01-06,391.4075622558594,425.4599914550781,434.5799865722656,420.5400085449219,423.29998779296875,1722600
2021-01-07,407.9025573730469,443.3900146484375,444.5899963378906,430.6000061035156,432.05999755859375,2126700
2021-01-08,409.97247314453125,445.6400146484375,449.989990234375,438.6499938964844,447.0,1527100
2021-01-11,410.0828552246094,445.760009765625,448.7799987792969,440.4200134277344,440.6099853515625,1166000
2021-01-12,413.42230224609375,449.3900146484375,454.760009765625,445.6000061035156,447.7699890136719,1384600
2021-01-13,415.0966491699219,451.2099914550781,453.489990234375,448.1099853515625,450.29998779296875,1311800
2021-01-14,415.8877868652344,452.07000732421875,458.5,451.3299865722656,453.510009765625,1969200
2021-01-15,410.16558837890625,445.8500061035156,450.0,440.6600036621094,448.17999267578125,1816500
2021-01-19,422.5115051269531,459.2699890136719,459.489990234375,448.2799987792969,448.2799987792969,1881900
2021-01-20,424.91259765625,461.8800048828125,465.7900085449219,455.0,459.5199890136719,1471000
2021-01-21,429.45721435546875,466.82000732421875,469.4700012207031,460.3999938964844,462.1099853515625,1574900
2021-01-22,427.8013000488281,465.0199890136719,467.54998779296875,462.3800048828125,463.7200012207031,1624800
2021-01-25,427.5897216796875,464.7900085449219,470.0,456.0799865722656,469.55999755859375,1469200
2021-01-26,426.74334716796875,463.8699951171875,467.0299987792969,461.8800048828125,462.6499938964844,1074200
2021-01-27,409.107666015625,444.70001220703125,456.9599914550781,441.510009765625,455.5400085449219,2185700
2021-01-28,415.58416748046875,451.739990234375,458.4800109863281,447.0299987792969,455.5299987792969,1694600
2021-01-29,414.4433898925781,450.5,458.1000061035156,447.6300048828125,449.8999938964844,2206900
2021-02-01,429.38360595703125,466.739990234375,469.32000732421875,453.5899963378906,455.8500061035156,1702700
2021-02-02,438.71209716796875,476.8800048828125,476.9700012207031,468.0,469.760009765625,1614100
2021-02-03,427.9577331542969,465.19000244140625,478.5199890136719,464.5899963378906,476.92999267578125,1785700
2021-02-04,432.9623107910156,470.6300048828125,471.1600036621094,457.4800109863281,460.0,1524300
2021-02-05,428.7120666503906,466.010009765625,476.9200134277344,465.3599853515625,474.3299865722656,1248800
2021-02-08,434.86663818359375,472.70001220703125,473.4200134277344,465.5799865722656,468.75,1761000
