Date,Adj Close,Close,High,Low,Open,Volume
2021-01-04,74.75531005859375,84.70999908447266,85.94999694824219,83.88999938964844,85.1500015258789,9234900
2021-01-05,76.77619934082031,87.0,89.22000122070312,85.31999969482422,85.48999786376953,13414800
2021-01-06,79.24715423583984,89.80000305175781,90.77999877929688,87.81999969482422,89.0,13916800
2021-01-07,79.6177978515625,90.22000122070312,90.81999969482422,89.30999755859375,90.38999938964844,9286600
2021-01-08,80.37673950195312,91.08000183105469,92.43000030517578,90.44999694824219,92.08000183105469,11152100
2021-01-11,80.83561706542969,91.5999984741211,92.0999984741211,88.56999969482422,89.12000274658203,10635000
2021-01-12,82.37115478515625,93.33999633789062,93.91999816894531,91.70999908447266,92.66000366210938,10923900
2021-01-13,82.2917251586914,93.25,93.5199966430664,91.94000244140625,93.19999694824219,9723300
2021-01-14,84.26848602294922,95.48999786376953,96.31999969482422,93.79000091552734,93.94000244140625,13950200
2021-01-15,81.26803588867188,92.08999633789062,94.30999755859375,91.70999908447266,94.22000122070312,10244600
2021-01-19,83.40364837646484,94.51000213623047,95.02999877929688,93.29000091552734,93.5,9574800
2021-01-20,84.17141723632812,95.37999725341797,95.55999755859375,94.30000305175781,95.0,8735400
2021-01-21,81.19744110107422,92.01000213623047,94.66000366210938,91.22000122070312,93.86000061035156,10393100
2021-01-22,80.95035552978516,91.7300033569336,92.02999877929688,89.83000183105469,90.4000015258789,7810600
2021-01-25,80.2178726196289,90.9000015258789,91.02999877929688,89.33000183105469,90.62000274658203,7689400
2021-01-26,78.8588638305664,89.36000061035156,92.91000366210938,89.2699966430664,92.19999694824219,7827800
2021-01-27,77.83517456054688,88.19999694824219,90.3499984741211,86.75,87.52999877929688,10178500
2021-01-28,78.5588150024414,89.0199966430664,90.1500015258789,88.25,88.66999816894531,8155500
2021-01-29,75.1877212524414,85.19999694824219,87.33999633789062,84.91999816894531,86.83000183105469,14699800
2021-02-01,76.25553131103516,86.41000366210938,87.30000305175781,84.56999969482422,85.98999786376953,8073600
2021-02-02,76.82914733886719,87.05999755859375,88.37000274658203,86.52999877929688,88.01000213623047,9233100
2021-02-03,78.505859375,88.95999908447266,89.38999938964844,86.88999938964844,87.05000305175781,9256500
2021-02-04,78.54117584228516,89.0,89.6500015258789,87.94999694824219,89.51000213623047,7917600
2021-02-05,78.77061462402344,89.26000213623047,90.47000122070312,88.63999938964844,89.94000244140625,8017300
2021-02-08,80.72974395751953,91.4800033569336,92.04000091552734,90.01000213623047,90.29000091552734,9886600
2021-02-09,80.27083587646484,90.95999908447266,91.2699966430664,89.80999755859375,91.0999984741211,7605500
2021-02-10,81.64752960205078,92.5199966430664,92.58999633789062,90.5999984741211,91.37999725341797,8778800
2021-02-11,81.20626831054688,92.0199966430664,92.44000244140625,90.08000183105469,92.37000274658203,8572400
2021-02-12,81.67400360107422,92.55000305175781,92.7300033569336,91.3499984741211,91.52999877929688,7858300
2021-02-16,83.34756469726562,93.12999725341797,93.86000061035156,92.61000061035156,93.05000305175781,14006000
2021-02-17,85.8445053100586,95.91999816894531,96.72000122070312,94.19999694824219,95.41999816894531,14342300
2021-02-18,85.02115631103516,95.0,95.77999877929688,94.30000305175781,95.75,9030600
2021-02-19,85.73710632324219,95.80000305175781,96.37999725341797,94.6500015258789,95.12999725341797,8913900
2021-02-22,88.05506134033203,98.38999938964844,99.63999938964844,96.45999908447266,96.98999786376953,13178700
2021-02-23,89.16481018066406,99.62999725341797,100.16000366210938,96.80000305175781,99.97000122070312,14874000
2021-02-24,92.458251953125,103.30999755859375,104.04000091552734,99.80999755859375,100.33000183105469,16116000
2021-02-25,91.59909057617188,102.3499984741211,104.95999908447266,101.58999633789062,104.9000015258789,13219200
2021-02-26,89.49593353271484,100.0,101.05999755859375,97.61000061035156,100.30000305175781,14454100
2021-03-01,91.33060455322266,102.05000305175781,103.80000305175781,101.4000015258789,102.45999908447266,10439900
2021-03-02,91.67964172363281,102.44000244140625,103.30999755859375,101.70999908447266,101.88999938964844,10643500
2021-03-03,92.70884704589844,103.58999633789062,105.75,103.4000015258789,103.41000366210938,14958200
2021-03-04,93.52325439453125,104.5,107.58000183105469,103.12999725341797,104.5199966430664,22994200
2021-03-05,97.55055236816406,109.0,109.12999725341797,106.1500015258789,106.95999908447266,23638200
2021-03-08,98.22178649902344,109.75,110.43000030517578,108.05999755859375,109.86000061035156,18033600
2021-03-09,97.998046875,109.5,110.69000244140625,107.87999725341797,109.06999969482422,19010700
2021-03-10,99.671630859375,111.37000274658203,112.01000213623047,109.69999694824219,110.19999694824219,17389900
2021-03-11,99.51053619384766,111.19000244140625,112.55000305175781,110.88999938964844,111.6500015258789,10989500
2021-03-12,99.84166717529297,111.55999755859375,112.69999694824219,110.72000122070312,111.63999938964844,10930300
2021-03-15,98.66928100585938,110.25,111.91000366210938,108.88999938964844,111.52999877929688,10488000
2021-03-16,96.33342742919922,107.63999938964844,108.87999725341797,107.08000183105469,108.52999877929688,11698400
2021-03-17,96.6824722290039,108.02999877929688,108.55999755859375,106.5999984741211,107.20999908447266,9168600
2021-03-18,93.18317413330078,104.12000274658203,107.52999877929688,103.70999908447266,107.01000213623047,13246600
2021-03-19,92.5208969116211,103.37999725341797,104.88999938964844,102.73999786376953,103.94000244140625,18491000
